Date,Open,High,Low,Close,Adj Close,Volume,Change %
2017-01-03,174.66000366210938,176.77499389648438,169.41000366210938,172.1199951171875,172.1199951171875,488819,
2017-01-04,172.1300048828125,179.3800048828125,172.1300048828125,178.97999572753906,178.97999572753906,597595,
2017-01-05,178.2899932861328,179.97000122070312,173.25999450683594,175.1699981689453,175.1699981689453,601777,
2017-01-06,176.41000366210938,179.35000610351562,175.47500610351562,177.52000427246094,177.52000427246094,401672,
2017-01-09,176.33999633789062,176.33999633789062,173.4199981689453,174.3300018310547,174.3300018310547,495098,
2017-01-10,175.67999267578125,176.48199462890625,173.50999450683594,175.9499969482422,175.9499969482422,470814,
2017-01-11,175.9499969482422,177.5500030517578,173.86000061035156,177.52999877929688,177.52999877929688,406707,
2017-01-12,176.0399932861328,177.36000061035156,171.36099243164062,174.50999450683594,174.50999450683594,418901,
2017-01-13,175.91000366210938,180.47999572753906,174.02000427246094,176.58999633789062,176.58999633789062,307467,
2017-01-17,174.10000610351562,174.75999450683594,167.1699981689453,167.57000732421875,167.57000732421875,616249,
2017-01-18,168.5,168.99000549316406,165.0500030517578,168.80999755859375,168.80999755859375,1079062,
2017-01-19,169.33999633789062,170.49000549316406,167.1300048828125,168.58999633789062,168.58999633789062,423097,
2017-01-20,168.88999938964844,171.2100067138672,168.77000427246094,170.11000061035156,170.11000061035156,439216,
2017-01-23,168.72000122070312,170.64999389648438,165.6999969482422,167.99000549316406,167.99000549316406,513460,
2017-01-24,169.33999633789062,173.3699951171875,168.3000030517578,172.4199981689453,172.4199981689453,555671,
2017-01-25,174.55999755859375,176.3000030517578,173.00999450683594,175.58999633789062,175.58999633789062,549139,
2017-01-26,176.4499969482422,178.5,175.75,177.66000366210938,177.66000366210938,496893,
2017-01-27,175.02999877929688,180.0,172.00999450683594,177.41000366210938,177.41000366210938,614922,
2017-01-30,175.88999938964844,177.0,170.19000244140625,174.75,174.75,652159,
2017-01-31,174.5399932861328,176.0500030517578,170.3000030517578,172.22999572753906,172.22999572753906,728314,
2017-02-01,174.50999450683594,177.44000244140625,171.6699981689453,172.80999755859375,172.80999755859375,509797,
2017-02-02,171.49000549316406,173.0,169.47000122070312,170.92999267578125,170.92999267578125,496898,
2017-02-03,173.61000061035156,178.47000122070312,172.64999389648438,178.0500030517578,178.0500030517578,623542,
2017-02-06,176.9600067138672,178.7899932861328,174.91000366210938,176.02000427246094,176.02000427246094,347545,
2017-02-07,177.25,178.7899932861328,175.77000427246094,176.24000549316406,176.24000549316406,371708,
2017-02-08,175.36000061035156,176.74000549316406,172.67999267578125,175.83999633789062,175.83999633789062,399303,
2017-02-09,177.25999450683594,180.69000244140625,176.13499450683594,179.44000244140625,179.44000244140625,348529,
2017-02-10,180.02999877929688,181.25,176.39999389648438,177.47000122070312,177.47000122070312,441038,
2017-02-13,178.9499969482422,182.33999633789062,178.9499969482422,180.55999755859375,180.55999755859375,310036,
2017-02-14,179.82000732421875,186.5,179.67999267578125,185.49000549316406,185.49000549316406,378772,
2017-02-15,186.07000732421875,187.4799041748047,184.69000244140625,185.74000549316406,185.74000549316406,301413,
2017-02-16,185.00999450683594,186.13999938964844,183.0800018310547,184.41000366210938,184.41000366210938,368825,
2017-02-17,182.5800018310547,184.61000061035156,181.61000061035156,184.5800018310547,184.5800018310547,305018,
2017-02-21,185.69000244140625,188.43499755859375,185.13499450683594,187.1199951171875,187.1199951171875,362258,
2017-02-22,185.25,189.0399932861328,184.49000549316406,188.14999389648438,188.14999389648438,557888,
2017-02-23,187.97000122070312,189.2899932861328,185.5399932861328,189.1300048828125,189.1300048828125,604545,
2017-02-24,186.3000030517578,188.33999633789062,185.0,188.22999572753906,188.22999572753906,559924,
2017-02-27,189.1699981689453,191.9600067138672,187.64210510253906,191.7899932861328,191.7899932861328,451734,
2017-02-28,190.82000732421875,191.77999877929688,188.75,190.88999938964844,190.88999938964844,658839,
2017-03-01,196.94000244140625,198.8300018310547,196.0,197.6300048828125,197.6300048828125,745382,
2017-03-02,197.91000366210938,198.49000549316406,191.52000427246094,192.11000061035156,192.11000061035156,518370,
2017-03-03,192.50999450683594,194.25,191.8300018310547,193.94000244140625,193.94000244140625,475701,
2017-03-06,192.63999938964844,194.8300018310547,191.1300048828125,194.25999450683594,194.25999450683594,448596,
2017-03-07,193.8800048828125,194.8300018310547,191.6999969482422,193.1199951171875,193.1199951171875,306852,
2017-03-08,195.47999572753906,197.25999450683594,193.0399932861328,193.24000549316406,193.24000549316406,446940,
2017-03-09,194.11000061035156,195.52499389648438,191.5800018310547,193.8800048828125,193.8800048828125,388646,
2017-03-10,195.1300048828125,195.1300048828125,190.61000061035156,193.52000427246094,193.52000427246094,483135,
2017-03-13,194.02000427246094,195.4499969482422,193.0500030517578,193.97999572753906,193.97999572753906,417774,
2017-03-14,192.33999633789062,194.44000244140625,190.27000427246094,194.2100067138672,194.2100067138672,269861,
2017-03-15,194.52999877929688,195.5449981689453,191.1199951171875,191.77000427246094,191.77000427246094,516700,
2017-03-16,192.0,195.8300018310547,191.9001007080078,194.8000030517578,194.8000030517578,405889,
2017-03-17,194.83999633789062,197.97000122070312,192.57000732421875,197.19000244140625,197.19000244140625,2520281,
2017-03-20,197.02999877929688,197.02999877929688,188.42999267578125,188.61000061035156,188.61000061035156,740187,
2017-03-21,189.99000549316406,189.99000549316406,174.25999450683594,174.72000122070312,174.72000122070312,1205080,
2017-03-22,173.0800018310547,180.0,170.08999633789062,176.1699981689453,176.1699981689453,859261,
2017-03-23,176.58999633789062,180.9600067138672,174.5,178.17999267578125,178.17999267578125,472174,
2017-03-24,179.88999938964844,180.5800018310547,176.39999389648438,177.94000244140625,177.94000244140625,501398,
2017-03-27,174.27999877929688,178.7449951171875,170.0,178.6999969482422,178.6999969482422,677289,
2017-03-28,177.6999969482422,183.55999755859375,177.6999969482422,182.02000427246094,182.02000427246094,456190,
2017-03-29,181.1199951171875,182.63999938964844,179.0,180.8000030517578,180.8000030517578,375467,
2017-03-30,181.27999877929688,188.6300048828125,181.27999877929688,188.25,188.25,606136,
2017-03-31,187.99000549316406,189.83999633789062,186.00999450683594,186.08999633789062,186.08999633789062,444430,
2017-04-03,187.11000061035156,187.88999938964844,180.50999450683594,183.7899932861328,183.7899932861328,572799,
2017-04-04,181.94000244140625,184.05999755859375,180.50999450683594,182.92999267578125,182.92999267578125,499740,
2017-04-05,185.33999633789062,186.36000061035156,177.52999877929688,178.07000732421875,178.07000732421875,578928,
2017-04-06,178.3300018310547,183.0,177.13009643554688,182.11000061035156,182.11000061035156,379047,
2017-04-07,180.27999877929688,184.02999877929688,177.91000366210938,182.19000244140625,182.19000244140625,478626,
2017-04-10,181.9199981689453,184.91000366210938,177.74000549316406,179.80999755859375,179.80999755859375,363825,
2017-04-11,179.1999969482422,182.8000030517578,177.3000030517578,182.4499969482422,182.4499969482422,507424,
2017-04-12,182.1999969482422,183.82000732421875,178.60000610351562,179.4600067138672,179.4600067138672,420617,
2017-04-13,178.0,180.24749755859375,175.61000061035156,176.32000732421875,176.32000732421875,534158,
2017-04-17,176.00999450683594,178.72000122070312,173.0800018310547,178.36000061035156,178.36000061035156,577656,
2017-04-18,176.97999572753906,179.84500122070312,174.05999755859375,176.82000732421875,176.82000732421875,302305,
2017-04-19,178.92999267578125,181.4600067138672,178.2899932861328,178.94000244140625,178.94000244140625,308174,
2017-04-20,180.72999572753906,184.1300048828125,179.05999755859375,183.49000549316406,183.49000549316406,333925,
2017-04-21,183.1199951171875,184.69000244140625,181.13999938964844,183.1199951171875,183.1199951171875,333633,
2017-04-24,188.42999267578125,191.72000122070312,186.47000122070312,187.30999755859375,187.30999755859375,482779,
2017-04-25,189.5,191.6300048828125,189.05499267578125,190.19000244140625,190.19000244140625,490968,
2017-04-26,189.52000427246094,194.8699951171875,189.52000427246094,192.49000549316406,192.49000549316406,460223,
2017-04-27,193.64999389648438,193.64999389648438,188.82000732421875,189.2100067138672,189.2100067138672,377370,
2017-04-28,173.7100067138672,183.5,173.00010681152344,175.94000244140625,175.94000244140625,1494313,
2017-05-01,176.92999267578125,181.97000122070312,176.09500122070312,180.27999877929688,180.27999877929688,830066,
2017-05-02,178.66000366210938,180.5399932861328,177.41000366210938,178.38999938964844,178.38999938964844,616104,
2017-05-03,177.0,181.83999633789062,177.0,181.47000122070312,181.47000122070312,505508,
2017-05-04,182.63999938964844,185.23800659179688,180.86000061035156,181.83999633789062,181.83999633789062,353338,
2017-05-05,183.0,183.0,178.9949951171875,182.64999389648438,182.64999389648438,418055,
2017-05-08,182.89999389648438,184.32000732421875,181.22500610351562,183.94000244140625,183.94000244140625,365095,
2017-05-09,184.1999969482422,186.77999877929688,182.9600067138672,185.96499633789062,185.96499633789062,577160,
2017-05-10,184.69000244140625,187.0,184.5937957763672,186.25,186.25,475418,
2017-05-11,185.2899932861328,186.5500030517578,180.26499938964844,182.94000244140625,182.94000244140625,516193,
2017-05-12,181.47000122070312,182.22000122070312,177.13999938964844,181.91000366210938,181.91000366210938,429414,
2017-05-15,181.89999389648438,185.55990600585938,181.50999450683594,185.19000244140625,185.19000244140625,390646,
2017-05-16,185.42999267578125,185.97000122070312,181.14999389648438,184.6699981689453,184.6699981689453,449362,
2017-05-17,180.30999755859375,180.73500061035156,171.55999755859375,174.16000366210938,174.16000366210938,893230,
2017-05-18,174.30999755859375,176.39999389648438,171.5500030517578,174.1699981689453,174.1699981689453,654799,
2017-05-19,174.9199981689453,178.07000732421875,172.11000061035156,175.69000244140625,175.69000244140625,474848,
2017-05-22,176.07000732421875,177.32000732421875,173.67100524902344,176.6199951171875,176.6199951171875,347512,
2017-05-23,176.1199951171875,182.22999572753906,174.9149932861328,179.97000122070312,179.97000122070312,515709,
2017-05-24,180.44000244140625,180.63999938964844,177.27000427246094,179.63999938964844,179.63999938964844,305884,
2017-05-25,180.22000122070312,181.86000061035156,177.8800048828125,179.00999450683594,179.00999450683594,408640,
2017-05-26,178.9499969482422,179.36000061035156,176.1999969482422,176.5,176.5,548298,
2017-05-30,175.6699981689453,176.10000610351562,170.44000244140625,173.82000732421875,173.82000732421875,732942,
2017-05-31,174.27000427246094,174.32000732421875,166.44000244140625,170.5,170.5,3476314,
2017-06-01,172.47000122070312,174.16000366210938,167.61000061035156,173.44000244140625,173.44000244140625,688980,
2017-06-02,170.72000122070312,171.2100067138672,168.2100067138672,169.27000427246094,169.27000427246094,638919,
2017-06-05,168.99000549316406,171.94000244140625,168.99000549316406,169.49000549316406,169.49000549316406,509701,
2017-06-06,167.16000366210938,170.19839477539062,165.0800018310547,167.9199981689453,167.9199981689453,637390,
2017-06-07,169.47999572753906,170.781494140625,168.13999938964844,169.6999969482422,169.6999969482422,484520,
2017-06-08,169.11000061035156,179.24000549316406,169.05999755859375,175.55999755859375,175.55999755859375,502178,
2017-06-09,177.2100067138672,183.5399932861328,177.2100067138672,180.66000366210938,180.66000366210938,657885,
2017-06-12,180.88999938964844,184.6199951171875,180.3000030517578,182.1699981689453,182.1699981689453,670518,
2017-06-13,183.30999755859375,185.25,182.22000122070312,183.30999755859375,183.30999755859375,502649,
2017-06-14,181.67999267578125,183.07000732421875,177.10000610351562,182.55999755859375,182.55999755859375,484754,
2017-06-15,180.75,183.50999450683594,178.52000427246094,179.77999877929688,179.77999877929688,438559,
2017-06-16,179.69000244140625,180.91000366210938,177.66000366210938,178.8800048828125,178.8800048828125,633046,
2017-06-19,180.47000122070312,182.91000366210938,179.85580444335938,180.75,180.75,379423,
2017-06-20,179.77999877929688,180.42999267578125,177.0800018310547,177.1199951171875,177.1199951171875,231909,
2017-06-21,177.82000732421875,180.0113983154297,173.50999450683594,173.85000610351562,173.85000610351562,458879,
2017-06-22,173.75,174.63699340820312,170.82000732421875,174.25,174.25,420693,
2017-06-23,175.5800018310547,175.99000549316406,170.6199951171875,170.83999633789062,170.83999633789062,574324,
2017-06-26,172.57000732421875,175.3699951171875,170.52000427246094,173.16000366210938,173.16000366210938,380885,
2017-06-27,174.27000427246094,177.74989318847656,173.05999755859375,174.4499969482422,174.4499969482422,442259,
2017-06-28,176.27000427246094,177.4499969482422,174.74000549316406,176.08999633789062,176.08999633789062,409989,
2017-06-29,179.5800018310547,181.49000549316406,175.88999938964844,177.22999572753906,177.22999572753906,475164,
2017-06-30,178.0500030517578,178.0500030517578,174.47000122070312,175.7899932861328,175.7899932861328,551072,
2017-07-03,177.1699981689453,181.68499755859375,176.00999450683594,179.44000244140625,179.44000244140625,305933,
2017-07-05,181.13999938964844,181.5800018310547,177.32000732421875,180.60000610351562,180.60000610351562,490874,
2017-07-06,180.24000549316406,182.50999450683594,176.75999450683594,177.11000061035156,177.11000061035156,537514,
2017-07-07,178.5,181.97999572753906,177.14999389648438,181.72000122070312,181.72000122070312,423907,
2017-07-10,180.52000427246094,182.35000610351562,178.4600067138672,180.9199981689453,180.9199981689453,408750,
2017-07-11,181.5500030517578,183.78500366210938,179.5500030517578,182.4199981689453,182.4199981689453,498219,
2017-07-12,182.1199951171875,183.625,181.02000427246094,182.1699981689453,182.1699981689453,490464,
2017-07-13,182.75999450683594,183.5590057373047,181.64999389648438,183.07000732421875,183.07000732421875,470484,
2017-07-14,180.8000030517578,182.91000366210938,178.0800018310547,181.6999969482422,181.6999969482422,396967,
2017-07-17,180.5500030517578,181.7899932861328,177.66000366210938,180.57000732421875,180.57000732421875,349084,
2017-07-18,179.14999389648438,181.75,178.27000427246094,179.9600067138672,179.9600067138672,387162,
2017-07-19,180.22999572753906,182.19000244140625,178.89999389648438,180.07000732421875,180.07000732421875,241515,
2017-07-20,180.8000030517578,181.94000244140625,177.80999755859375,179.9600067138672,179.9600067138672,250209,
2017-07-21,179.42999267578125,180.47999572753906,176.72999572753906,177.4199981689453,177.4199981689453,271773,
2017-07-24,177.19000244140625,179.0850067138672,176.33999633789062,178.27000427246094,178.27000427246094,748452,
2017-07-25,181.64999389648438,186.19000244140625,181.64999389648438,182.99000549316406,182.99000549316406,719793,
2017-07-26,182.69000244140625,184.25,177.97999572753906,178.64999389648438,178.64999389648438,435387,
2017-07-27,180.05999755859375,181.83999633789062,177.39999389648438,179.13999938964844,179.13999938964844,548308,
2017-07-28,178.0,178.0,172.0,176.99000549316406,176.99000549316406,755489,
2017-07-31,178.47000122070312,179.1699981689453,177.41749572753906,178.44000244140625,178.44000244140625,594273,
2017-08-01,180.1999969482422,184.71499633789062,179.27999877929688,183.38999938964844,183.38999938964844,675671,
2017-08-02,182.97999572753906,184.1699981689453,181.75,183.3300018310547,183.3300018310547,347355,
2017-08-03,183.5,184.74000549316406,181.14999389648438,181.44000244140625,181.44000244140625,426583,
2017-08-04,184.00999450683594,186.8000030517578,182.1999969482422,184.88999938964844,184.88999938964844,439976,
2017-08-07,185.8300018310547,187.7100067138672,182.67999267578125,182.85000610351562,182.85000610351562,318640,
