Date,Open,High,Low,Close,Adj Close,Volume,Change %
2017-08-08,183.13999938964844,187.25999450683594,182.75999450683594,184.00999450683594,184.00999450683594,505109,
2017-08-09,182.1300048828125,183.94000244140625,178.7899932861328,179.5500030517578,179.5500030517578,291163,
2017-08-10,177.77999877929688,178.30999755859375,172.5500030517578,172.82000732421875,172.82000732421875,360224,
2017-08-11,172.25999450683594,174.6199951171875,170.27000427246094,172.02999877929688,172.02999877929688,513125,
2017-08-14,175.16000366210938,176.77000427246094,173.19000244140625,174.3300018310547,174.3300018310547,397428,
2017-08-15,175.88999938964844,177.0399932861328,174.56500244140625,174.66000366210938,174.66000366210938,329984,
2017-08-16,175.24000549316406,176.48500061035156,173.27499389648438,174.1300048828125,174.1300048828125,378448,
2017-08-17,173.42999267578125,174.63999938964844,165.41000366210938,166.3000030517578,166.3000030517578,447759,
2017-08-18,165.64999389648438,168.25999450683594,163.69000244140625,166.58999633789062,166.58999633789062,429131,
2017-08-21,166.6699981689453,167.625,163.91000366210938,164.83999633789062,164.83999633789062,345300,
2017-08-22,165.9600067138672,168.52000427246094,165.4199981689453,168.33999633789062,168.33999633789062,266183,
2017-08-23,166.30999755859375,170.90269470214844,165.02000427246094,168.42999267578125,168.42999267578125,362053,
2017-08-24,169.57000732421875,169.9600067138672,167.9600067138672,169.33999633789062,169.33999633789062,239294,
2017-08-25,169.67999267578125,171.49000549316406,168.52999877929688,169.63999938964844,169.63999938964844,303307,
2017-08-28,169.7899932861328,170.8800048828125,167.5399932861328,167.9499969482422,167.9499969482422,190918,
2017-08-29,165.77999877929688,166.6300048828125,163.75,165.91000366210938,165.91000366210938,356509,
2017-08-30,166.57000732421875,170.64999389648438,165.8000030517578,169.6300048828125,169.6300048828125,388511,
2017-08-31,169.8300018310547,171.6699981689453,169.0,169.33999633789062,169.33999633789062,381990,
2017-09-01,169.7100067138672,173.13999938964844,169.30999755859375,172.52999877929688,172.52999877929688,0,
2017-09-05,170.80999755859375,171.66000366210938,165.30999755859375,167.17999267578125,167.17999267578125,386550,
2017-09-06,168.02999877929688,169.33999633789062,166.97999572753906,167.83999633789062,167.83999633789062,269870,
2017-09-07,167.63999938964844,167.75,159.44000244140625,160.72000122070312,160.72000122070312,608747,
2017-09-08,160.52000427246094,164.44000244140625,159.67999267578125,162.4600067138672,162.4600067138672,311134,
2017-09-11,165.22999572753906,169.99000549316406,162.94000244140625,168.57000732421875,168.57000732421875,363006,
2017-09-12,169.52000427246094,172.60499572753906,168.0800018310547,171.24000549316406,171.24000549316406,387477,
2017-09-13,171.5399932861328,172.02999877929688,170.10000610351562,171.4199981689453,171.4199981689453,318749,
2017-09-14,171.75999450683594,172.22999572753906,168.89999389648438,168.97999572753906,168.97999572753906,251489,
2017-09-15,168.75999450683594,171.00999450683594,167.98770141601562,170.58999633789062,170.58999633789062,978875,
2017-09-18,170.8300018310547,173.25999450683594,169.97999572753906,172.64999389648438,172.64999389648438,587689,
2017-09-19,173.00999450683594,175.27000427246094,172.30499267578125,172.8800048828125,172.8800048828125,458805,
2017-09-20,172.4199981689453,177.60000610351562,170.13999938964844,177.22000122070312,177.22000122070312,509174,
2017-09-21,177.25,179.5,176.16000366210938,179.05999755859375,179.05999755859375,298953,
2017-09-22,177.72000122070312,180.3699951171875,177.72000122070312,179.82000732421875,179.82000732421875,316106,
2017-09-25,178.94000244140625,182.17999267578125,178.61000061035156,179.92999267578125,179.92999267578125,302575,
2017-09-26,179.50999450683594,181.57989501953125,179.33999633789062,180.67999267578125,180.67999267578125,357581,
2017-09-27,183.6199951171875,187.0050048828125,182.7050018310547,186.4199981689453,186.4199981689453,484127,
2017-09-28,187.0,187.5500030517578,183.6699981689453,186.58999633789062,186.58999633789062,309031,
2017-09-29,186.5800018310547,191.3800048828125,186.5800018310547,187.08999633789062,187.08999633789062,409821,
2017-10-02,186.5399932861328,188.47000122070312,184.75,187.9600067138672,187.9600067138672,527642,
2017-10-03,188.91000366210938,189.6199951171875,185.25999450683594,186.1300048828125,186.1300048828125,279922,
2017-10-04,184.88999938964844,186.14999389648438,182.41000366210938,182.69000244140625,182.69000244140625,301082,
2017-10-05,183.60000610351562,187.6699981689453,183.60000610351562,187.25999450683594,187.25999450683594,354818,
2017-10-06,188.44000244140625,191.47000122070312,187.24000549316406,189.10000610351562,189.10000610351562,427711,
2017-10-09,189.22999572753906,189.22999572753906,186.89999389648438,188.0,188.0,222557,
2017-10-10,189.16000366210938,189.7100067138672,187.4199981689453,188.92999267578125,188.92999267578125,376572,
2017-10-11,188.9199981689453,189.22000122070312,186.76499938964844,188.07000732421875,188.07000732421875,513003,
2017-10-12,188.3800048828125,189.42999267578125,186.97000122070312,187.42999267578125,187.42999267578125,347055,
2017-10-13,186.16000366210938,186.16000366210938,183.50999450683594,184.16000366210938,184.16000366210938,376449,
2017-10-16,184.6300048828125,186.5,184.42999267578125,185.1999969482422,185.1999969482422,194025,
2017-10-17,185.74000549316406,185.9499969482422,181.50999450683594,181.63999938964844,181.63999938964844,257595,
2017-10-18,182.3000030517578,183.5,181.3800048828125,182.6999969482422,182.6999969482422,264986,
2017-10-19,181.0,186.61000061035156,180.3249969482422,185.17999267578125,185.17999267578125,252185,
2017-10-20,189.38999938964844,190.99000549316406,188.77000427246094,189.47000122070312,189.47000122070312,416883,
2017-10-23,189.58999633789062,189.6300048828125,186.74000549316406,186.8000030517578,186.8000030517578,209513,
2017-10-24,188.52999877929688,191.49000549316406,187.9499969482422,188.99000549316406,188.99000549316406,273478,
2017-10-25,189.49000549316406,190.09500122070312,185.41009521484375,188.5800018310547,188.5800018310547,399632,
2017-10-26,188.72999572753906,192.94000244140625,186.15499877929688,192.3699951171875,192.3699951171875,390871,
2017-10-27,209.97999572753906,223.82000732421875,206.97999572753906,216.69000244140625,216.69000244140625,1875475,
2017-10-30,217.4600067138672,222.52000427246094,216.75999450683594,220.94000244140625,220.94000244140625,962018,
2017-10-31,221.86000061035156,221.86000061035156,218.00999450683594,219.27999877929688,219.27999877929688,556098,
2017-11-01,220.4499969482422,221.82000732421875,217.85000610351562,218.72999572753906,218.72999572753906,514783,
2017-11-02,218.4199981689453,220.60499572753906,215.77999877929688,218.9199981689453,218.9199981689453,432955,
2017-11-03,217.33999633789062,220.39999389648438,215.57000732421875,219.52000427246094,219.52000427246094,363871,
2017-11-06,219.49000549316406,220.10000610351562,217.10000610351562,217.69000244140625,217.69000244140625,305923,
2017-11-07,218.02999877929688,218.1199951171875,212.4499969482422,215.05999755859375,215.05999755859375,554281,
2017-11-08,214.5399932861328,215.9199981689453,208.30999755859375,209.55999755859375,209.55999755859375,587036,
2017-11-09,208.0399932861328,212.1199951171875,204.32000732421875,208.22999572753906,208.22999572753906,393052,
2017-11-10,208.80999755859375,210.22999572753906,207.80499267578125,208.8800048828125,208.8800048828125,278785,
2017-11-13,206.72000122070312,212.72000122070312,204.7899932861328,212.25999450683594,212.25999450683594,524598,
2017-11-14,210.39999389648438,214.07000732421875,210.39999389648438,213.27999877929688,213.27999877929688,354701,
2017-11-15,210.0,215.02999877929688,208.22999572753906,213.74000549316406,213.74000549316406,342041,
2017-11-16,215.0,216.83999633789062,212.02999877929688,214.22999572753906,214.22999572753906,353371,
2017-11-17,213.1300048828125,216.52999877929688,211.91000366210938,215.22000122070312,215.22000122070312,263274,
2017-11-20,215.07000732421875,216.83999633789062,214.0800018310547,215.14999389648438,215.14999389648438,305878,
2017-11-21,216.02000427246094,216.44000244140625,212.7050018310547,214.9199981689453,214.9199981689453,326735,
2017-11-22,215.61000061035156,215.75,212.77000427246094,214.0800018310547,214.0800018310547,179855,
2017-11-24,215.11000061035156,216.3000030517578,213.0,213.10000610351562,213.10000610351562,113562,
2017-11-27,213.0,215.61000061035156,212.3000030517578,213.41000366210938,213.41000366210938,219397,
2017-11-28,214.60000610351562,221.6999969482422,214.30499267578125,221.3300018310547,221.3300018310547,262620,
2017-11-29,222.8000030517578,229.6699981689453,222.1649932861328,226.97999572753906,226.97999572753906,642159,
2017-11-30,229.22000122070312,233.4600067138672,226.00999450683594,227.63999938964844,227.63999938964844,567318,
2017-12-01,227.0399932861328,230.8000030517578,219.55999755859375,228.1699981689453,228.1699981689453,401101,
2017-12-04,232.0,236.17999267578125,230.82000732421875,231.27000427246094,231.27000427246094,446315,
2017-12-05,233.41000366210938,235.27000427246094,226.11000061035156,227.52999877929688,227.52999877929688,385380,
2017-12-06,226.05999755859375,231.02999877929688,225.94000244140625,228.66000366210938,228.66000366210938,315245,
2017-12-07,228.27999877929688,232.07000732421875,226.21099853515625,229.7899932861328,229.7899932861328,425617,
2017-12-08,232.19000244140625,233.64999389648438,228.99000549316406,232.27000427246094,232.27000427246094,316123,
2017-12-11,232.25999450683594,233.9199981689453,230.41000366210938,232.38999938964844,232.38999938964844,562278,
2017-12-12,235.05999755859375,235.9199981689453,230.77499389648438,234.89999389648438,234.89999389648438,420238,
2017-12-13,234.6199951171875,236.86000061035156,230.8699951171875,231.2899932861328,231.2899932861328,664309,
2017-12-14,233.2899932861328,234.78500366210938,227.4600067138672,229.6699981689453,229.6699981689453,731250,
2017-12-15,228.0,239.39999389648438,228.0,237.5500030517578,237.5500030517578,1820950,
2017-12-18,240.6999969482422,242.9199981689453,237.58999633789062,240.64999389648438,240.64999389648438,712169,
2017-12-19,241.1699981689453,242.55540466308594,237.90499877929688,238.22999572753906,238.22999572753906,554543,
2017-12-20,240.49000549316406,242.41000366210938,232.41000366210938,236.3000030517578,236.3000030517578,459958,
2017-12-21,238.4499969482422,242.47999572753906,237.1199951171875,241.6699981689453,241.6699981689453,261930,
2017-12-22,241.9199981689453,241.9199981689453,235.41000366210938,241.6999969482422,241.6999969482422,284321,
2017-12-26,241.0,241.0,235.05999755859375,236.1699981689453,236.1699981689453,304846,
2017-12-27,235.83999633789062,236.1999969482422,234.11000061035156,234.88999938964844,234.88999938964844,368552,
2017-12-28,235.38999938964844,237.89999389648438,234.3000030517578,237.7100067138672,237.7100067138672,259490,
2017-12-29,238.7899932861328,238.7899932861328,233.0,233.77000427246094,233.77000427246094,243030,
2018-01-02,235.88999938964844,237.5500030517578,233.35000610351562,237.3800048828125,237.3800048828125,395968,
2018-01-03,236.9600067138672,238.34039306640625,234.35499572753906,237.6699981689453,237.6699981689453,341874,
2018-01-04,239.57000732421875,241.77999877929688,238.17999267578125,239.94000244140625,239.94000244140625,721871,
2018-01-05,241.86000061035156,244.43499755859375,240.0500030517578,243.85000610351562,243.85000610351562,402884,
2018-01-08,243.88999938964844,244.0449981689453,241.16000366210938,243.5800018310547,243.5800018310547,409217,
2018-01-09,245.75999450683594,249.4499969482422,244.80999755859375,246.88999938964844,246.88999938964844,299245,
2018-01-10,247.22000122070312,254.10000610351562,247.22000122070312,249.64999389648438,249.64999389648438,299849,
2018-01-11,251.13999938964844,253.19859313964844,247.88999938964844,250.64999389648438,250.64999389648438,268536,
2018-01-12,252.13999938964844,253.41000366210938,250.17999267578125,253.17999267578125,253.17999267578125,346867,
2018-01-16,255.00999450683594,257.239990234375,250.1199951171875,251.6999969482422,251.6999969482422,418769,
2018-01-17,253.7100067138672,254.91000366210938,249.72999572753906,254.6199951171875,254.6199951171875,269975,
2018-01-18,254.8000030517578,257.1099853515625,253.25999450683594,253.99000549316406,253.99000549316406,327554,
2018-01-19,253.61000061035156,256.6549987792969,253.50999450683594,256.32000732421875,256.32000732421875,379867,
2018-01-22,256.7799987792969,259.4549865722656,255.44000244140625,259.3500061035156,259.3500061035156,310450,
2018-01-23,258.8900146484375,262.8699951171875,257.04998779296875,261.3399963378906,261.3399963378906,440455,
2018-01-24,262.6400146484375,263.0899963378906,258.7200012207031,260.7200012207031,260.7200012207031,399869,
2018-01-25,262.7900085449219,262.7900085449219,258.2200012207031,261.1300048828125,261.1300048828125,480311,
2018-01-26,250.0,258.989990234375,250.0,257.8299865722656,257.8299865722656,755015,
2018-01-29,257.739990234375,260.92999267578125,249.82000732421875,250.25999450683594,250.25999450683594,415526,
2018-01-30,247.58999633789062,252.57000732421875,246.0,247.02000427246094,247.02000427246094,456168,
2018-01-31,248.11000061035156,254.83999633789062,245.30999755859375,246.5500030517578,246.5500030517578,374412,
2018-02-01,245.27999877929688,253.49000549316406,243.69000244140625,253.3800048828125,253.3800048828125,352603,
2018-02-02,254.0,256.92999267578125,247.8699951171875,249.10000610351562,249.10000610351562,398728,
2018-02-05,244.67999267578125,248.74270629882812,232.10000610351562,235.77999877929688,235.77999877929688,466972,
2018-02-06,233.9600067138672,245.88999938964844,226.61000061035156,243.42999267578125,243.42999267578125,815825,
2018-02-07,242.9499969482422,247.10000610351562,240.1300048828125,240.52000427246094,240.52000427246094,329011,
2018-02-08,241.2100067138672,242.5,226.9499969482422,227.0800018310547,227.0800018310547,440322,
2018-02-09,231.85000610351562,240.22999572753906,226.75,238.64999389648438,238.64999389648438,944019,
